ORF,Mtb_ortholog,functional_category,name,negative_call,positive_call,desc,sites,mean_ctrl,mean_exp,log2FC,sum_ctrl,sum_exp,delta_mean,pvalue,adj_pvalue
MB2373c,Rv2344c,intermediary metabolism and respiration,dgt,NE,NE,PROBABLE DEOXYGUANOSINE TRIPHOSPHATE TRIPHOSPHOHYDROLASE DGT (DGTPASE) (DGTP TRIPHOSPHOHYDROLASE),25,96.2,84.9,-0.17,9616.6,8492.12,-11.2,0.7567,1
MB2374,Rv2345,cell wall and cell processes,NA,NE,NE,POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN,28,339,313.6,-0.11,37965.9,35118.45,-25.4,0.7445,1
MB2375c,Rv2346c,conserved hypotheticals,esxO,NE,NE,putative esat-6 like protein esxo (esat-6 like protein 6),2,288.4,392.4,0.44,2306.8,3139.07,104,0.3824,0.76615
MB2376c,NA,NA,PPE71,NE,NE,PPE FAMILY PROTEIN,20,159.7,217.5,0.43,12779.9,17396.76,57.7,0.299,0.70195
MB2377c,Rv2356c,PE/PPE,PPE40,NE,NE,ppe family protein ppe40,25,87.3,100.8,0.2,8725.4,10075.53,13.5,0.6978,0.9723
MB2378c,Rv2357c,information pathways,glyS,ES,ES,PROBABLE GLYCYL-tRNA SYNTHETASE GLYS (GLYCINE--tRNA LIGASE) (GLYRS),26,0,2.6,0.61,0,272.41,2.6,1,1
MB2379,Rv2358,regulatory proteins,smtb,NE,NE,probable transcriptional regulatory protein smtb (probably arsr-family),5,99.1,15.9,-2.32,1981.1,317.7,-83.2,0.053,0.38838
MB2380,Rv2359,regulatory proteins,zur,NE,NE,probable zinc uptake regulation protein zur,5,60.7,43.3,-0.44,1214.2,865.39,-17.4,0.6736,0.95532
MB2381c,Rv2360c,conserved hypotheticals,NA,NE,NE,unknown protein,6,243.1,85.1,-1.46,5834.8,2042.19,-158,0.093,0.47618
MB2382c,Rv2361c,cell wall and cell processes,NA,ES,ES,LONG (C50) CHAIN Z-ISOPRENYL DIPHOSPHATE SYNTHASE (Z-DECAPRENYL DIPHOSPHATE SYNTHASE),17,0,0.1,0.02,0,3.61,0.1,1,1
MB2383c,Rv2362c,information pathways,reco,NE,NE,possible dna repair protein reco,11,18.1,12.1,-0.44,796.7,531.51,-6,0.5112,0.83413
MB2384,Rv2363,intermediary metabolism and respiration,amiA2,NE,NE,PROBABLE AMIDASE AMIA2 (AMINOHYDROLASE),14,29.6,7.5,-1.47,1660,420.74,-22.1,0.1021,0.48817
MB2385c,Rv2364c,intermediary metabolism and respiration,era,GD,NE,PROBABLE GTP-BINDING PROTEIN ERA,15,2.3,30.7,2.3,136.8,1844.46,28.5,0.0113,0.21041
MB2386c,Rv2365c,conserved hypotheticals,NA,GD,NE,Protein involved in pyrimidine metabolism,4,14.4,119.4,2.68,229.7,1909.81,105,0.1971,0.61369
MB2387c,Rv2366c,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN,20,20,94.1,1.99,1596.7,7531.68,74.2,0.0403,0.34708
MB2388c,Rv2367c,conserved hypotheticals,ybeY,NE,NE,"Metal-dependent hydrolase YbeY, involved in rRNA and/or ribosome maturation and assembly",7,206.3,554,1.4,5777.7,15511.7,347.6,0.0175,0.26121
MB2389c,Rv2368c,intermediary metabolism and respiration,phoH1,NE,NE,PROBABLE PHOH-LIKE PROTEIN PHOH1 (PHOSPHATE STARVATION-INDUCIBLE PROTEIN PSIH),16,206.7,258.9,0.32,13231.3,16569.51,52.2,0.6717,0.95435
MB2390c,Rv2369c,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,3,273.8,239.5,-0.19,3286,2873.9,-34.3,0.807,1
MB2391c,Rv2370c,conserved hypotheticals,NA,NE,NE,Possible regulatory protein Trx,19,140.4,164.5,0.22,10672.7,12501.46,24.1,0.6482,0.93786
MB2392,Rv2371,PE/PPE,PE_PGRS40,NE,NE,pe-pgrs family protein pe_pgrs40,0,0,0,0,0,0,0,1,1
MB2393c,Rv2372c,conserved hypotheticals,rsmE,NE,NE,16S rRNA (uracil(1498)-N(3))-methyltransferase (EC 2.1.1.193),5,153.6,128.3,-0.25,3072.1,2565.28,-25.3,0.7239,0.99288
MB2394c,Rv2373c,"virulence, detoxification, adaptation",dnaJ2,NE,NE,PROBABLE CHAPERONE PROTEIN DNAJ2,7,71.1,4.8,-2.96,1991.5,134.19,-66.3,0.1092,0.49265
MB2395c,Rv2374c,"virulence, detoxification, adaptation",hrcA,NE,NE,probable heat shock protein transcriptional repressor hrca,20,26.4,48.1,0.76,2108.2,3849.97,21.8,0.3509,0.74844
MB2396,Rv2375,conserved hypotheticals,NA,NE,NE,Transcription regulator of the Arc/MetJ class,9,194.8,159.3,-0.28,7013.5,5733.24,-35.6,0.682,0.96136
MB2397c,Rv2376c,cell wall and cell processes,cfp2,NE,NE,LOW MOLECULAR WEIGHT ANTIGEN CFP2 (LOW MOLECULAR WEIGHT PROTEIN ANTIGEN 2) (CFP-2),2,47.2,126.7,1.34,377.5,1013.82,79.5,0.3385,0.73457
MB2398c,Rv2377c,lipid metabolism,mbtH,NE,NE,MbtH-like NRPS chaperone => MbtH,1,310,3.1,-5.28,1240,12.38,-306.9,0.1666,0.5828
MB2399c,Rv2378c,lipid metabolism,mbtG,NE,NE,LYSINE-N-OXYGENASE MBTG (L-LYSINE 6-MONOOXYGENASE) (LYSINE N6-HYDROXYLASE),9,145.2,78.5,-0.85,5226.5,2826.1,-66.7,0.242,0.64752
MB2400c,Rv2379c,lipid metabolism,mbtF,NE,NE,PEPTIDE SYNTHETASE MBTF (PEPTIDE SYNTHASE),54,55.3,62,0.15,11943.5,13388.2,6.7,0.7449,1
MB2401c,Rv2380c,lipid metabolism,mbtE,NE,NE,PEPTIDE SYNTHETASE MBTE (PEPTIDE SYNTHASE),72,58,62.5,0.1,16701.6,17991.44,4.5,0.8062,1
MB2402c,Rv2381c,lipid metabolism,mbtD,NE,NE,POLYKETIDE SYNTHETASE MBTD (POLYKETIDE SYNTHASE),40,17.7,24.3,0.37,2836.2,3884.06,6.5,0.557,0.87498
MB2403c,Rv2382c,lipid metabolism,mbtC,GD,ES,POLYKETIDE SYNTHETASE MBTC (POLYKETIDE SYNTHASE),15,1.4,11.3,1.34,86.1,678.11,9.9,0.1856,0.60012
MB2404c,Rv2383c,lipid metabolism,mbtB,NE,NE,PHENYLOXAZOLINE SYNTHASE MBTB (PHENYLOXAZOLINE SYNTHETASE),44,73.9,87.8,0.23,13013.7,15449.71,13.8,0.6567,0.94245
MB2405,Rv2384,lipid metabolism,mbtA,NE,NE,BIFUNCTIONAL ENZYME MBTA: SALICYL-AMP LIGASE (SAL-AMP LIGASE) + SALICYL-S-ArCP SYNTHETASE,21,48.3,12.9,-1.57,4056.5,1084.46,-35.4,0.0604,0.40856
MB2406,Rv2385,lipid metabolism,mbtJ,NE,NE,PUTATIVE ACETYL HYDROLASE MBTJ,16,134.6,155.3,0.2,8616.1,9938.5,20.7,0.7612,1
MB2407A,NA,NA,NA,NE,NE,NA,4,104.5,11.7,-2.72,1672.1,186.59,-92.8,0.0736,0.44682
MB2407c,Rv2386c,lipid metabolism,mbtI,ES,ES,isochorismate synthase mbti,15,40.4,44.3,0.12,2423.1,2656.2,3.9,0.9027,1
MB2408,Rv2387,conserved hypotheticals,NA,NE,NE,putative sodium-dependent bicarbonate transporter,24,344.3,119.7,-1.49,33056,11492.35,-224.6,0.0038,0.14232
MB2409c,Rv2388c,intermediary metabolism and respiration,hemN,NE,NE,PROBABLE OXYGEN-INDEPENDENT COPROPORPHYRINOGEN III OXIDASE HEMN (COPROPORPHYRINOGENASE) (COPROGEN OXIDASE),17,152,306,0.99,10333.1,20807.49,154,0.0649,0.42538
MB2410c,Rv2389c,cell wall and cell processes,rpfD,NE,NE,PROBABLE RESUSCITATION-PROMOTING FACTOR RPFD,9,271.7,644.3,1.23,9779.9,23193.19,372.6,0.0557,0.39737
MB2411c,Rv2390c,conserved hypotheticals,NA,NE,NE,FIG00821219: MCE associated membrane protein,5,444.4,211.2,-1.06,8887.2,4224.14,-233.2,0.1096,0.49265
MB2412,Rv2391,intermediary metabolism and respiration,sira,NE,NE,ferredoxin-dependent sulfite reductase sira,16,76.8,9.8,-2.47,4917.2,624.98,-67.1,0.0438,0.3601
MB2413,Rv2392,intermediary metabolism and respiration,cysH,NE,NE,"probable 3'-phosphoadenosine 5'-phosphosulfate reductase cysh (paps reductase, thioredoxin dep.) (padops reductase) (3'-phosphoadenylylsulfate reductase) (paps sulfotransferase)",12,39.7,29.9,-0.36,1905.9,1437.35,-9.8,0.6781,0.95906
MB2414,Rv2393,intermediary metabolism and respiration,che1,NE,NE,ferrochelatase che1,5,265.1,32.5,-2.85,5302.1,649.2,-232.6,0.1276,0.5166
MB2415,Rv2394,intermediary metabolism and respiration,ggtB,NE,NE,PROBABLE GAMMA-GLUTAMYLTRANSPEPTIDASE PRECURSOR GGTB (GAMMA-GLUTAMYLTRANSFERASE) (GLUTAMYL TRANSPEPTIDASE),26,237.1,175.2,-0.43,24655.5,18218.41,-61.9,0.3196,0.72182
MB2416,Rv2395,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN [FIRST PART],9,210.1,242.8,0.2,7563.5,8739.43,32.7,0.77,1
MB2417,Rv2395,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN [SECOND PART],26,239.6,402.2,0.74,24921.1,41829.93,162.6,0.217,0.63331
MB2417A,Rv2395A,"virulence, detoxification, adaptation",aprA,NE,NE,Acid and phagosome regulated protein A AprA,2,29.8,490.3,3.83,238.7,3922.58,460.5,0.1597,0.56901
MB2417B,Rv2395B,"virulence, detoxification, adaptation",aprB,NE,NE,Acid and phagosome regulated protein B AprB,1,1.1,312.7,5.7,4.4,1250.97,311.7,0.3268,0.72855
MB2418,Rv2396,PE/PPE,PE_PGRS41,NE,NE,pe-pgrs family protein pe_pgrs41,8,349.1,514.5,0.55,11172.3,16464.38,165.4,0.1771,0.59253
MB2419c,Rv2397c,cell wall and cell processes,cysA1,NE,NE,sulfate-transport atp-binding protein abc transporter cysa1,14,15.6,44.6,1.27,873.7,2500.12,29,0.2681,0.66638
MB2420c,Rv2398c,cell wall and cell processes,cysW,NE,NE,PROBABLE SULFATE-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER CYSW,16,36.8,29.9,-0.26,2354.7,1913.4,-6.9,0.6691,0.954
MB2421c,Rv2399c,cell wall and cell processes,cysT,NE,NE,PROBABLE SULFATE-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER CYST,7,25,25.9,0.04,699.2,725.22,0.9,0.9878,1
MB2422c,Rv2400c,cell wall and cell processes,subI,NE,NE,PROBABLE SULFATE-BINDING LIPOPROTEIN SUBI,16,15.1,14.6,-0.04,964.5,931.76,-0.5,0.9423,1
MB2423,Rv2401,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,4,19.1,6.5,-1.07,305.3,104.01,-12.6,0.2196,0.63539
MB2424c,Rv2401A,cell wall and cell processes,NA,NE,NE,POSSIBLE CONSERVED MEMBRANE PROTEIN,1,0,0,0,0,0,0,1,1
MB2425,Rv2402,conserved hypotheticals,NA,NE,NE,Trehalase (EC 3.2.1.28),27,169.7,122.2,-0.46,18331,13192.3,-47.6,0.3407,0.73461
MB2426c,Rv2403c,cell wall and cell processes,lppR,NE,NE,PROBABLE CONSERVED LIPOPROTEIN LPPR,5,347.5,79.1,-2.07,6949.9,1582.42,-268.4,0.0804,0.4613
MB2427c,Rv2404c,intermediary metabolism and respiration,lepA,NE,NE,PROBABLE GTP-BINDING PROTEIN LEPA (GTP-BINDING ELONGATION FACTOR),26,102.4,81.1,-0.32,10652.3,8436.97,-21.3,0.5704,0.885
MB2428,Rv2405,conserved hypotheticals,NA,NE,NE,RNA 3'-terminal phosphate cyclase (EC 6.5.1.4),9,100.9,124.1,0.29,3632.8,4468.99,23.2,0.7473,1
MB2429c,Rv2406c,conserved hypotheticals,NA,NE,NE,CBS domain protein,7,442.3,211.1,-1.05,12384.1,5911.43,-231.2,0.0343,0.328
MB2430,Rv2407,conserved hypotheticals,rnz,NE,NE,MBL-fold metallo-hydrolase superfamily,9,489.2,182.1,-1.4,17610.3,6554.04,-307.1,0.0706,0.44133
MB2431,Rv2408,PE/PPE,PE24,NE,NE,possible pe family-related protein pe24,16,154.8,106.5,-0.52,9909.7,6817.24,-48.3,0.3629,0.75672
MB2432c,Rv2409c,conserved hypotheticals,NA,NE,NE,"Protein containing transglutaminase-like domain, putative cysteine protease",20,80.6,64.9,-0.29,6450.4,5188.83,-15.8,0.5585,0.87597
MB2433c,Rv2410c,conserved hypotheticals,NA,NE,NE,Protein containing domains DUF403,9,161.4,60.6,-1.34,5810.3,2182.11,-100.8,0.0587,0.4045
MB2434c,Rv2411c,conserved hypotheticals,NA,NE,NE,"Protein containing domains DUF404, DUF407",22,433.1,460.8,0.09,38113.7,40548.92,27.7,0.832,1
MB2435,Rv2412,information pathways,rpsT,NE,NE,30s ribosomal protein s20 rpst,1,2.7,12.6,1.19,10.9,50.56,9.9,1,1
MB2436c,Rv2413c,conserved hypotheticals,NA,ES,ES,DNA polymerase III delta subunit (EC 2.7.7.7),11,0,0,0,0,0,0,1,1
MB2437c,Rv2414c,conserved hypotheticals,NA,NE,GA,DNA internalization-related competence protein ComEC/Rec2,11,264.3,1323.8,2.3,11628.8,58248.96,1059.5,0.04,0.34708
MB2438c,Rv2415c,conserved hypotheticals,NA,NE,NE,"Late competence protein ComEA, DNA receptor",13,309.9,90.3,-1.72,16113.1,4693.96,-219.6,0.0368,0.33392
MB2439c,Rv2416c,conserved hypotheticals,eis,NE,NE,"enhanced intracellular survival protein eis,gcn5-related n-acetyltransferase",23,93.7,96.8,0.05,8619.4,8909.71,3.2,0.9517,1
MB2440c,Rv2417c,conserved hypotheticals,NA,NE,NE,DegV family protein,12,108.5,234.1,1.08,5205.8,11235.08,125.6,0.3372,0.73371
MB2441c,Rv2418c,conserved hypotheticals,octT,ES,NE,Diglucosylglycerate octanoyltransferase (DGG octanoyltransferase) (EC 2.3.1.273),20,4.5,9.1,0.58,357.6,729.8,4.7,0.3469,0.74323
MB2442c,Rv2419c,intermediary metabolism and respiration,gpgp,NE,NE,glucosyl-3-phosphoglycerate phosphatase gpgp,6,7.8,2.2,-0.83,186.7,52.2,-5.6,0.1007,0.48741
MB2443c,Rv2420c,conserved hypotheticals,rsfS,ES,ES,Ribosomal silencing factor RsfA,4,0.1,63.8,3.74,2.1,1020.76,63.7,0.0449,0.36324
MB2444c,Rv2421c,intermediary metabolism and respiration,nadD,ES,ES,PROBABLE NICOTINATE-NUCLEOTIDE ADENYLYLTRANSFERASE NADD (DEAMIDO-NAD(+) PYROPHOSPHORYLASE) (DEAMIDO-NAD(+) DIPHOSPHORYLASE) (NICOTINATE MONONUCLEOTIDE ADENYLYLTRANSFERASE) (NAMN ADENYLYLTRANSFERASE),14,0,0,0,0,0,0,1,1
MB2445,Rv2422,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,4,337.1,201.1,-0.73,5394.4,3216.94,-136.1,0.3757,0.7641
MB2446,Rv2423,conserved hypotheticals,NA,NE,NE,SAM-dependent methyltransferase,17,170.4,164.1,-0.05,11584.2,11162.07,-6.2,0.8985,1
MB2447c,Rv2424c,insertion seqs and phages,NA,NE,NE,PROBABLE TRANSPOSASE [SECOND PART],7,148.4,216.6,0.53,4155,6063.5,68.2,0.3456,0.74201
MB2448c,Rv2424c,insertion seqs and phages,NA,NE,NE,PROBABLE TRANSPOSASE [FIRST PART],0,0,0,0,0,0,0,1,1
MB2449c,Rv2425c,conserved hypotheticals,NA,NE,NE,Carbon monoxide oxidation accessory protein CoxE,18,185.2,231.2,0.31,13332,16644.76,46,0.5855,0.89744
MB2450c,Rv2426c,conserved hypotheticals,NA,NE,NE,Carbon monoxide oxidation accessory protein CoxD,8,99,104.3,0.07,3169.1,3336.07,5.2,0.9269,1
MB2451c,Rv2427c,intermediary metabolism and respiration,proA,NE,NE,PROBABLE GAMMA-GLUTAMYL PHOSPHATE REDUCTASE PROTEIN PROA (GPR) (GLUTAMATE-5-SEMIALDEHYDE DEHYDROGENASE) (GLUTAMYL-GAMMA-SEMIALDEHYDE DEHYDROGENASE),14,226.2,93.9,-1.23,12665.8,5257.37,-132.3,0.0882,0.46795
MB2452c,Rv2427A,"virulence, detoxification, adaptation",NA,NE,NE,NA,6,226.8,31.2,-2.68,5443.8,748.09,-195.7,0.2507,0.65298
MB2453c,Rv2427A,"virulence, detoxification, adaptation",NA,NE,NE,NA,1,7.9,139.3,3.48,31.6,557.21,131.4,1,1
MB2454,Rv2428,"virulence, detoxification, adaptation",ahpC,NE,NE,ALKYL HYDROPEROXIDE REDUCTASE C PROTEIN AHPC (ALKYL HYDROPEROXIDASE C),8,38.3,1.7,-2.68,1225.1,55.91,-36.5,0.0211,0.27444
MB2455,Rv2429,"virulence, detoxification, adaptation",ahpD,NE,NE,ALKYL HYDROPEROXIDE REDUCTASE D PROTEIN AHPD (ALKYL HYDROPEROXIDASE D),13,104.1,89.7,-0.2,5413.7,4664.37,-14.4,0.7497,1
MB2456c,Rv2430c,PE/PPE,PPE41,NE,NE,ppe family protein ppe41,10,124.9,167.5,0.41,4997.3,6699.29,42.5,0.6,0.90627
MB2457c,Rv2431c,PE/PPE,PE25,NE,NE,pe family protein pe25,6,168.9,162.1,-0.06,4053.1,3889.45,-6.8,0.9369,1
MB2458c,Rv2432c,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,6,23.4,25.3,0.09,562.7,606.05,1.8,0.9153,1
MB2459c,Rv2433c,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,4,19.7,29.6,0.49,314.5,474,10,0.6572,0.94264
MB2460c,Rv2434c,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN,21,12.3,50.2,1.68,1031.2,4218.28,37.9,0.0338,0.32708
MB2461c,Rv2435c,intermediary metabolism and respiration,NA,NE,NE,probable cyclase (adenylyl-or guanylyl-)(adenylate-or guanylate-),51,48.2,91.3,0.86,9825,18617.59,43.1,0.266,0.66501999999999994
MB2462,Rv2436,intermediary metabolism and respiration,rbsK,NE,NE,RIBOKINASE RBSK,8,61.5,409.4,2.64,1966.6,13101.89,348,0.4411,0.80444
MB2463,Rv2437,cell wall and cell processes,NA,NE,NE,conserved transmembrane protein,9,23.4,59,1.17,842,2125.61,35.7,0.3169,0.7206
MB2464c,Rv2438c,intermediary metabolism and respiration,nadE,ES,GD,GLUTAMINE-DEPENDENT NAD(+) SYNTHETASE NADE (NAD(+) SYNTHASE [GLUTAMINE-HYDROLYSING]),37,8,0.5,-1.24,1188.3,74.92,-7.5,1,1
MB2465,Rv2438A,conserved hypotheticals,NA,GD,GD,CONSERVED HYPOTHETICAL PROTEIN,5,0.1,0,-0.04,2.7,0,-0.1,1,1
MB2466c,Rv2439c,intermediary metabolism and respiration,proB,GD,ES,PROBABLE GLUTAMATE 5-KINASE PROTEIN PROB (GAMMA-GLUTAMYL KINASE) (GK),12,0.1,0,-0.03,4.4,0,-0.1,1,1
MB2467c,Rv2440c,intermediary metabolism and respiration,obg,GD,ES,PROBABLE GTP1/OBG-FAMILY GTP-BINDING PROTEIN OBG,10,0,0,0,0,0,0,1,1
MB2468c,Rv2441c,information pathways,rpmA,GD,ES,50s ribosomal protein l27 rpma,4,0,0,0,0,0,0,1,1
MB2469c,Rv2442c,information pathways,rplU,GD,ES,50s ribosomal protein l21 rplu,4,0.2,0,-0.07,3.7,0,-0.2,1,1
MB2470,Rv2443,cell wall and cell processes,dctA,NE,NE,PROBABLE C4-DICARBOXYLATE-TRANSPORT TRANSMEMBRANE PROTEIN DCTA,21,211.5,214.9,0.02,17762,18052.06,3.5,0.9541,1
MB2471c,Rv2444c,information pathways,rne,ES,ES,POSSIBLE RIBONUCLEASE E RNE,28,0.1,3.3,0.71,8.2,366.52,3.2,0.2482,0.65066
MB2472c,Rv2445c,intermediary metabolism and respiration,ndkA,NE,NE,PROBABLE NUCLEOSIDE DIPHOSPHATE KINASE NDKA (NDK) (NDP KINASE) (NUCLEOSIDE-2-P KINASE),4,0,0,0,0,0,0,1,1
MB2473c,Rv2446c,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN,7,57.5,23.4,-1.14,1611,654.81,-34.1,0.1948,0.61240000000000006
MB2474c,Rv2447c,intermediary metabolism and respiration,folC,ES,ES,PROBABLE FOLYLPOLYGLUTAMATE SYNTHASE PROTEIN FOLC (FOLYLPOLY-GAMMA-GLUTAMATE SYNTHETASE) (FPGS),12,0,0,0,0,0,0,1,1
MB2475c,Rv2448c,information pathways,valS,ES,ES,PROBABLE VALYL-tRNA SYNTHASE PROTEIN VALS (VALYL-tRNA SYNTHETASE) (VALINE--tRNA LIGASE) (VALINE TRANSLASE),24,0,0,0,0,0,0,1,1
MB2476c,Rv2449c,conserved hypotheticals,NA,NE,NE,putative membrane protein,26,155.8,105.7,-0.54,16205.8,10995.24,-50.1,0.1975,0.61369
MB2477c,Rv2450c,cell wall and cell processes,rpfE,NE,NE,PROBABLE RESUSCITATION-PROMOTING FACTOR RPFE,5,100.2,159.7,0.65,2004.3,3193.17,59.4,0.396,0.77555
MB2478,Rv2451,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROLINE AND SERINE RICH PROTEIN,6,62,8.6,-2.3,1487.1,206.63,-53.4,0.0185,0.26448
MB2479c,Rv2452c,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,7,13.8,20.3,0.43,386.4,567.99,6.5,0.6793,0.96009
MB2480c,Rv2453c,intermediary metabolism and respiration,mobA,NE,NE,PROBABLE MOLYBDOPTERIN-GUANINE DINUCLEOTIDE BIOSYNTHESIS PROTEIN A MOBA,5,297.4,67.3,-2.06,5947.4,1346.78,-230,0.0415,0.35266
MB2481c,Rv2454c,intermediary metabolism and respiration,NA,NE,NE,PROBABLE OXIDOREDUCTASE (BETA SUBUNIT),12,227.4,167.8,-0.43,10915.9,8052.43,-59.7,0.3728,0.76285
MB2482c,Rv2455c,intermediary metabolism and respiration,NA,NE,NE,PROBABLE OXIDOREDUCTASE (ALPHA SUBUNIT),34,221.2,139.7,-0.64,30085.9,18994.75,-81.6,0.0583,0.40381
MB2483c,Rv2456c,cell wall and cell processes,NA,GA,NE,probable conserved integral membrane transport protein,17,598.7,652.4,0.12,40711.4,44360.18,53.7,0.8082,1
MB2484c,Rv2457c,intermediary metabolism and respiration,clpX,ES,ES,PROBABLE ATP-DEPENDENT CLP PROTEASE ATP-BINDING SUBUNIT CLPX,19,0,0,0,0,0,0,1,1
MB2485,Rv2458,intermediary metabolism and respiration,mmuM,NE,NE,PROBABLE HOMOCYSTEINE S-METHYLTRANSFERASE MMUM (S-METHYLMETHIONINE:HOMOCYSTEINE METHYLTRANSFERASE) (CYSTEINE METHYLTRANSFERASE),15,186.7,177.9,-0.07,11203.2,10672.1,-8.9,0.8986,1
MB2486,Rv2459,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN,21,204.9,278,0.43,17211.7,23352.95,73.1,0.5259,0.84987
MB2487c,Rv2460c,intermediary metabolism and respiration,clpP2,ES,ES,PROBABLE ATP-DEPENDENT CLP PROTEASE PROTEOLYTIC SUBUNIT 2 CLPP2 (ENDOPEPTIDASE CLP 2),9,0,0,0,0,0,0,1,1
MB2488c,Rv2461c,intermediary metabolism and respiration,clpP1,ES,ES,PROBABLE ATP-DEPENDENT CLP PROTEASE PROTEOLYTIC SUBUNIT 1 CLPP1 (ENDOPEPTIDASE CLP),9,0,0,0,0,0,0,1,1
MB2489c,Rv2462c,cell wall and cell processes,tig,NE,NE,PROBABLE TRIGGER FACTOR (TF) PROTEIN TIG,18,110.8,193.8,0.78,7976.7,13957.07,83.1,0.3047,0.70857
MB2490,Rv2463,intermediary metabolism and respiration,lipP,NE,NE,PROBABLE ESTERASE/LIPASE LIPP,18,150.4,226.5,0.57,10829.6,16305.95,76.1,0.2326,0.64267
MB2491c,Rv2464c,information pathways,NA,NE,NE,POSSIBLE DNA GLYCOSYLASE,10,304.9,418.3,0.45,12195.9,16733.67,113.4,0.4148,0.78625
MB2492c,Rv2465c,intermediary metabolism and respiration,rpib,NE,NE,ribose-5-phosphate isomerase,7,0,0,0,0,0,0,1,1
MB2493c,Rv2466c,conserved hypotheticals,NA,NE,NE,Protein disulfide oxidoreductase,9,173.3,76.7,-1.13,6238.8,2759.9,-96.6,0.2035,0.61874
MB2494,Rv2467,intermediary metabolism and respiration,pepN,NE,NE,PROBABLE AMINOPEPTIDASE N PEPN (LYSYL AMINOPEPTIDASE) (LYS-AP) (ALANINE AMINOPEPTIDASE),37,172.5,127.2,-0.42,25524.6,18826.28,-45.3,0.3603,0.75475
MB2495A,Rv2468A,conserved hypotheticals,NA,NE,NE,Conserved protein,2,179.2,575.9,1.66,1433.7,4607.2,396.7,0.171,0.58613
MB2495c,Rv2468c,conserved hypotheticals,NA,NE,NE,conserved protein,5,264.9,82.5,-1.62,5297.8,1650.31,-182.4,0.0534,0.38849
MB2496c,Rv2469c,conserved hypotheticals,NA,NE,NE,HNH endonuclease family protein,10,281.3,177.9,-0.65,11253.8,7115.41,-103.5,0.2432,0.64752
MB2497,Rv2470,intermediary metabolism and respiration,glbO,NE,NE,globin (oxygen-binding protein) glbo,9,217.3,30.1,-2.66,7822.6,1084.78,-187.2,0,0
MB2498,Rv2471,intermediary metabolism and respiration,aglA,NE,NE,PROBABLE ALPHA-GLUCOSIDASE AGLA (MALTASE) (GLUCOINVERTASE) (GLUCOSIDOSUCRASE) (MALTASE-GLUCOAMYLASE) (LYSOSOMAL ALPHA-GLUCOSIDASE) (ACID MALTASE),13,148.2,72.6,-0.98,7708.8,3774.22,-75.7,0.116,0.49948
MB2499,Rv2472,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,6,118.2,32.6,-1.71,2836.7,783.41,-85.6,0.0792,0.46063
MB2500,Rv2473,cell wall and cell processes,NA,NE,NE,POSSIBLE ALANINE AND PROLINE RICH MEMBRANE PROTEIN,15,65.9,97.8,0.54,3952.2,5870.66,32,0.3787,0.76439
MB2501c,Rv2474c,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,9,9.4,39.6,1.63,337.6,1426.86,30.3,0.0786,0.45937
MB2502c,Rv2475c,conserved hypotheticals,NA,NE,NE,Predicted thioesterase,8,73.7,276.1,1.84,2358.7,8836.25,202.4,0.1643,0.57826
MB2503c,Rv2476c,intermediary metabolism and respiration,gdh,NE,NE,PROBABLE NAD-DEPENDENT GLUTAMATE DEHYDROGENASE GDH (NAD-GDH) (NAD-DEPENDENT GLUTAMIC DEHYDROGENASE),60,165.7,119.5,-0.46,39770.4,28683.62,-46.2,0.2898,0.69569
MB2504c,Rv2477c,cell wall and cell processes,NA,GD,ES,PROBABLE MACROLIDE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER,26,2.6,0.2,-0.55,271.6,19.73,-2.4,0.068,0.43172
MB2505c,Rv2478c,conserved hypotheticals,NA,NE,NE,Single-stranded DNA-binding protein,6,186.9,28,-2.54,4484.8,671.49,-158.9,0.0122,0.2174
MB2506c,Rv2481c,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,5,377,186.1,-1,7540.2,3721.72,-190.9,0.2721,0.67194
