ORF,Mtb_ortholog,functional_category,name,negative_call,positive_call,desc,sites,mean_ctrl,mean_exp,log2FC,sum_ctrl,sum_exp,delta_mean,pvalue,adj_pvalue
MB2181c,Rv2157c,cell wall and cell processes,murF,ES,ES,"probable udp-n-acetylmuramoylalanyl-d-glutamyl-2, 6-diaminopimelate-d-alanyl-d-alanyl ligase murf",8,0,0,0,0,0,0,1,1
MB2182c,Rv2158c,cell wall and cell processes,murE,ES,ES,"Probable UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase MurE",8,0,0,0,0,0,0,1,1
MB2183c,Rv2159c,conserved hypotheticals,NA,NE,NE,Peroxidase,6,140,110.8,-0.34,3359.9,2658.49,-29.2,0.5829,0.98325
MB2184c,Rv2160c,regulatory proteins,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,3,117.2,176.3,0.58,1406.7,2115.01,59,0.966,1
MB2185c,Rv2161c,intermediary metabolism and respiration,NA,NE,NE,Probable F420-dependent oxidoreductase family protein,8,271.9,257.7,-0.08,8701.4,8247.46,-14.2,0.9331,1
MB2186c,Rv2162c,PE/PPE,PE_PGRS38,NE,NE,pe-pgrs family protein pe_pgrs38,13,106.1,120.1,0.18,5518.2,6245.81,14,0.8078,1
MB2187c,Rv2163c,cell wall and cell processes,pbpB,ES,ES,Probable penicillin-binding membrane protein pbpB,25,0,0,0,0,0,0,1,1
MB2188c,Rv2164c,cell wall and cell processes,NA,ES,ES,PROBABLE CONSERVED PROLINE RICH MEMBRANE PROTEIN,8,0,0,0,0,0,0,1,1
MB2189c,Rv2165c,conserved hypotheticals,rsmH,GD,NE,16S rRNA (cytosine(1402)-N(4))-methyltransferase (EC 2.1.1.199),20,7.4,29,1.83,594.5,2316.16,21.5,0.0791,0.63134
MB2190c,Rv2166c,conserved hypotheticals,mraZ,GD,ES,Transcriptional regulator MraZ,7,0,0,0,0,0,0,1,1
MB2191c,Rv2169c,cell wall and cell processes,NA,GD,ES,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN,5,0,0,0,0,0,0,1,1
MB2192,Rv2170,intermediary metabolism and respiration,NA,NE,NE,gcn5-related n-acetyltransferase,11,101.7,94.1,-0.11,4475.5,4138.58,-7.7,0.8983,1
MB2193,Rv2171,cell wall and cell processes,lppM,NE,NE,Probable conserved lipoprotein lppM,6,82.7,132.2,0.67,1985.7,3173.21,49.5,0.463,0.93536
MB2194c,Rv2172c,conserved hypotheticals,NA,ES,ES,conserved protein,17,0,0,-0.02,1.1,0,-0,1,1
MB2195,Rv2173,lipid metabolism,idsA2,NE,NE,PROBABLE GERANYLGERANYL PYROPHOSPHATE SYNTHETASE IDSA2 (GGPPSASE) (GGPP SYNTHETASE) (GERANYLGERANYL DIPHOSPHATE SYNTHASE),16,80.2,200.8,1.31,5131.8,12850.07,120.6,0.425,0.91439
MB2196,Rv2174,cell wall and cell processes,mpta,ES,ES,alpha(1->6)mannosyltransferase. possible conserved integral membrane protein.,23,20.5,18.3,-0.16,1889,1681.14,-2.3,0.8793,1
MB2197c,Rv2175c,regulatory proteins,NA,NE,NE,conserved regulatory protein,6,304.8,315.7,0.05,7315.6,7575.88,10.8,0.9458,1
MB2198,Rv2176,regulatory proteins,pknL,NE,NE,PROBABLE TRANSMEMBRANE SERINE/THREONINE-PROTEIN KINASE L PKNL (PROTEIN KINASE L) (STPK L),20,122.3,34.2,-1.81,9782.3,2737.15,-88.1,0.0073,0.36167
MB2199c,Rv2177c,insertion seqs and phages,NA,NE,NE,POSSIBLE TRANSPOSASE,7,129.3,181.4,0.49,3620.5,5078.67,52.1,0.5306,0.95112
MB2200c,Rv2178c,intermediary metabolism and respiration,aroG,ES,ES,"3-deoxy-d-arabino-heptulosonate 7-phosphate synthase arog (dahp synthetase, phenylalanine-repressible)",15,0,0,0,0,0,0,1,1
MB2201c,Rv2179c,conserved hypotheticals,NA,NE,NE,3'-5' exoribonuclease Rv2179c (EC 3.1.13.-),7,15.5,53.2,1.72,433.5,1490.32,37.7,0.2014,0.78679
MB2202c,Rv2180c,cell wall and cell processes,NA,NE,NE,Probable conserved integral membrane protein,11,442.4,84,-2.38,19466.9,3697.95,-358.4,0.0021,0.24892
MB2203,Rv2181,cell wall and cell processes,NA,NE,NE,alpha(1->2)mannosyltransferase,17,309,326.8,0.08,21011.6,22220.7,17.8,0.9032,1
MB2204c,Rv2182c,conserved hypotheticals,NA,ES,ES,1-acylglycerol-3-phosphate O-acyltransferase,19,0,0,0,0,0,0,1,1
MB2205c,Rv2183c,conserved hypotheticals,NA,NE,NE,link to cyclase activity,6,140.5,73.5,-0.93,3372.6,1763.65,-67,0.6388,1
MB2206c,Rv2184c,conserved hypotheticals,NA,NE,NE,anion-transporting ATPase,15,276,354.8,0.36,16560.1,21285.81,78.8,0.6745,1
MB2207c,Rv2185c,"virulence, detoxification, adaptation",TB16.3,NE,NE,Cyclase/Dehydrase,13,184,255.5,0.47,9568.4,13287.29,71.5,0.4898,0.93536
MB2208c,Rv2186c,conserved hypotheticals,NA,NE,NE,link to cyclase activity,8,13,0.2,-3.6,416.6,4.98,-12.9,0.484,0.93536
MB2210,Rv2187,lipid metabolism,fadD15,NE,NE,Probable long-chain-fatty-acid-CoA ligase fadD15 (FATTY-ACID-CoA SYNTHETASE) (FATTY-ACID-CoA SYNTHASE),20,248.5,88.1,-1.49,19878.5,7045.24,-160.4,0.0219,0.45583
MB2211c,Rv2188c,lipid metabolism,pimb,ES,ES,mannosyltransferase pimb,17,0,0,0,0,0,0,1,1
MB2212c,Rv2189c,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,7,49.6,353.6,2.81,1389.9,9900.65,304,0.2071,0.79296
MB2213c,Rv2190c,conserved hypotheticals,NA,NE,NE,Cell wall-associated hydrolases (invasion-associated proteins),18,22.5,89.3,1.95,1616.9,6432.33,66.9,0.0593,0.58819
MB2214,Rv2191,information pathways,NA,NE,NE,DNA polymerase III epsilon subunit-related protein MSMEG4261,23,196.7,537.5,1.45,18100.9,49450.67,340.8,0.0143,0.40173
MB2215c,Rv2192c,intermediary metabolism and respiration,trpD,ES,GD,Probable anthranilate phosphoribosyltransferase TrpD,7,0,0,0,0,0,0,1,1
MB2216,Rv2193,intermediary metabolism and respiration,ctaE,ES,GD,PROBABLE CYTOCHROME C OXIDASE (SUBUNIT III) CTAE,16,0,0,0,0,0,0,1,1
MB2217,Rv2194,intermediary metabolism and respiration,qcrC,ES,GD,Probable Ubiquinol-cytochrome C reductase QcrC (cytochrome C subunit),12,0,0,0,0,0,0,1,1
MB2218,Rv2195,intermediary metabolism and respiration,qcrA,ES,ES,Probable Rieske iron-sulfur protein QcrA,20,0,2.3,1.73,0,185.11,2.3,0.4999,0.93536
MB2219,Rv2196,intermediary metabolism and respiration,qcrB,ES,ES,Probable Ubiquinol-cytochrome C reductase QcrB (cytochrome B subunit),28,2.9,0.7,-1.23,329.6,76.04,-2.3,0.8786,1
MB2220c,Rv2197c,cell wall and cell processes,NA,NE,NE,Probable conserved transmembrane protein,11,107.3,154.5,0.52,4720.1,6797.34,47.2,0.3297,0.87261
MB2221c,Rv2198c,cell wall and cell processes,mmpS3,NE,NE,PROBABLE CONSERVED MEMBRANE PROTEIN MMPS3,14,22.5,62.4,1.43,1262.3,3497.08,39.9,0.1089,0.67623
MB2222c,Rv2199c,cell wall and cell processes,NA,NE,GD,Possible conserved integral membrane protein,8,109.8,51.4,-1.08,3512.8,1646.32,-58.3,0.3014,0.85369
MB2223c,Rv2200c,intermediary metabolism and respiration,ctaC,ES,GD,PROBABLE TRANSMEMBRANE CYTOCHROME C OXIDASE (SUBUNIT II) CTAC,20,12.1,0.4,-3.27,966.6,28.81,-11.7,0.2278,0.80162
MB2224,Rv2201,intermediary metabolism and respiration,asnB,ES,ES,Probable asparagine synthetase AsnB,28,6.1,0,-2.83,681.8,0,-6.1,0.4927,0.93536
MB2225c,Rv2202c,intermediary metabolism and respiration,adok,NE,NE,adenosine kinase,18,28.5,61.8,1.09,2052.4,4451.48,33.3,0.1654,0.74753
MB2226,Rv2203,cell wall and cell processes,NA,NE,NE,POSSIBLE CONSERVED MEMBRANE PROTEIN,13,411.1,421.2,0.03,21378.9,21904.11,10.1,0.9638,1
MB2227c,Rv2204c,conserved hypotheticals,NA,NE,NE,Iron-sulfur cluster insertion protein SCO2161,4,0,0,0,0,0,0,1,1
MB2228c,Rv2205c,conserved hypotheticals,NA,NE,NE,Glycerate kinase (EC 2.7.1.31),12,286.1,45.4,-2.63,13731.7,2178.16,-240.7,0.0012,0.17336
MB2229,Rv2206,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN,9,62.9,107.8,0.77,2262.7,3879.23,44.9,0.7088,1
MB2230,Rv2207,intermediary metabolism and respiration,cobT,NE,NE,Probable nicotinate-nucleotide-dimethylbenzimidazol phosphoribosyltransferase CobT,7,22,22.2,0.01,615.6,620.73,0.2,0.9912,1
MB2231,Rv2208,intermediary metabolism and respiration,cobS,NE,NE,Probable cobalamin 5'-phosphate synthase CobS,7,28.6,74.3,1.35,800.5,2079.05,45.7,0.4028,0.91126
MB2232,Rv2209,cell wall and cell processes,NA,NE,NE,Probable conserved integral membrane protein,22,260,469.8,0.85,22882.9,41338.63,209.7,0.1016,0.66431
MB2233c,Rv2210c,intermediary metabolism and respiration,ilvE,ES,GD,branched-chain amino acid transaminase ilve,22,0,2.8,1.87,2.5,242.7,2.7,0.4896,0.93536
MB2234c,Rv2211c,intermediary metabolism and respiration,gcvT,NE,NE,Probable aminomethyltransferase GcvT (Glycine cleavage system T protein),17,117.3,175.9,0.58,7976.8,11964.51,58.6,0.5517,0.96964
MB2235,Rv2212,intermediary metabolism and respiration,NA,NE,NE,adenylyl cyclase (atp pyrophosphate-lyase) (adenylate cyclase),9,288.5,210.9,-0.45,10386.7,7592.67,-77.6,0.5485,0.96801
MB2236,Rv2213,intermediary metabolism and respiration,pepB,NE,NE,Probable aminopeptidase PepB,13,258.5,290.5,0.17,13441.2,15104.6,32,0.8076,1
MB2237c,Rv2214c,"virulence, detoxification, adaptation",ephD,NE,NE,Possible short-chain dehydrogenase EphD,29,201,114.9,-0.8,23321.6,13328.75,-86.1,0.1685,0.74813
MB2238,Rv2215,intermediary metabolism and respiration,dlat,NE,NE,"dlat, dihydrolipoamide acyltransferase, e2 component of pyruvate dehydrogenase",12,36.9,46.8,0.33,1770.3,2244.03,9.9,0.6584,1
MB2239,Rv2216,conserved hypotheticals,NA,NE,NE,Cell division inhibitor SulA,11,141.9,111.9,-0.34,6243.3,4921.41,-30,0.8217,1
MB2240,Rv2217,intermediary metabolism and respiration,lipB,NE,NE,Probable lipoate biosynthesis protein B LipB,11,105.4,65.3,-0.68,4637.9,2873.81,-40.1,0.551,0.96964
MB2241,Rv2218,intermediary metabolism and respiration,lipA,NE,NE,Probable lipoate biosynthesis protein A LipA,14,14.5,10,-0.5,809.6,558.15,-4.5,0.619,1
MB2242,Rv2219,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN,7,1.5,17.5,2.89,41.7,489.48,16,0.4745,0.93536
MB2243c,Rv2219A,cell wall and cell processes,NA,NE,NE,probable conserved membrane protein,3,12.2,163.4,3.64,146.7,1960.42,151.1,0.7911,1
MB2244,Rv2220,intermediary metabolism and respiration,glnA1,ES,ES,GLUTAMINE SYNTHETASE GLNA1 (GLUTAMINE SYNTHASE) (GS-I),29,0,0,0,0,0,0,1,1
MB2245c,Rv2221c,intermediary metabolism and respiration,glnE,NE,GD,GLUTAMATE-AMMONIA-LIGASE ADENYLYLTRANSFERASE GLNE (Glutamine-synthetase adenylyltransferase),37,45.3,10.1,-2.06,6697.7,1492.05,-35.2,0.0942,0.65462
MB2246c,Rv2222c,intermediary metabolism and respiration,glnA2,NE,ES,PROBABLE GLUTAMINE SYNTHETASE GLNA2 (GLUTAMINE SYNTHASE) (GS-II),19,8.3,0,-3.15,628.1,3.51,-8.2,0.1835,0.76364
MB2247c,Rv2223c,cell wall and cell processes,NA,NE,NE,Probable exported protease,26,221.8,122.7,-0.85,23068,12761.68,-99.1,0.1069,0.67042
MB2248c,Rv2224c,cell wall and cell processes,caea,NE,NE,probable carboxylesterase caea,26,202.6,444.4,1.13,21065.8,46215.03,241.8,0.1165,0.68307
MB2249,Rv2225,intermediary metabolism and respiration,panB,ES,ES,3-methyl-2-oxobutanoate hydroxymethyltransferase panb,15,0,0,0,0,0,0,1,1
MB2250,Rv2226,conserved hypotheticals,NA,NE,NE,CHAD domain containing protein,23,139.2,84.9,-0.71,12803.3,7811.27,-54.3,0.3358,0.87261
MB2251,Rv2227,conserved hypotheticals,NA,NE,NE,conserved hypothetical protein [FIRST PART],9,5.7,26.3,2.02,206.9,948.39,20.6,0.4992,0.93536
MB2252,Rv2227,conserved hypotheticals,NA,NE,NE,conserved hypothetical protein [SECOND PART],8,94.8,70.8,-0.42,3034.4,2266.96,-24,0.6599,1
MB2253c,Rv2228c,information pathways,NA,NE,NE,"multifunctional protein. has rnase h,alpha-ribazole phosphatase, and acid phosphatase activities.",19,63.1,96.4,0.6,4793.1,7324.98,33.3,0.4202,0.91333
MB2254c,Rv2229c,conserved hypotheticals,NA,NE,NE,"Zn-ribbon protein, possibly nucleic acid-binding",4,17.6,48.7,1.41,282.2,778.6,31,0.849,1
MB2255c,Rv2230c,conserved hypotheticals,NA,NE,NE,GTP cyclohydrolase 1 type 2 homolog YbgI,14,84,147.3,0.8,4705.6,8251.14,63.3,0.5744,0.98202
MB2256A,Rv2231A,"virulence, detoxification, adaptation",vapC16,NE,NE,Possible toxin VapC16,5,75.1,141.1,0.9,1502,2822.75,66,0.3415,0.87561
MB2256B,Rv2231B,"virulence, detoxification, adaptation",vapB16,NE,NE,Possible antitoxin VapB16,2,21,23.6,0.16,168,188.4,2.6,1,1
MB2256c,Rv2231c,intermediary metabolism and respiration,cobC,NE,NE,Possible aminotransferase CobC,15,217.5,57.9,-1.89,13049.7,3475.51,-159.6,0.2154,0.79792
MB2257,Rv2232,regulatory proteins,ptka,NE,NE,protein tyrosine kinase transcriptional regulatory protein ptka,9,103.9,52.4,-0.97,3741,1886.62,-51.5,0.3113,0.8638
MB2258,Rv2234,regulatory proteins,ptpA,NE,NE,PHOSPHOTYROSINE PROTEIN PHOSPHATASE PTPA (PROTEIN-TYROSINE-PHOSPHATASE) (PTPase) (LMW PHOSPHATASE),6,204.8,172.5,-0.25,4914.5,4140.44,-32.3,0.8648,1
MB2259,Rv2235,cell wall and cell processes,NA,ES,ES,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN,16,0,0,0,0,0,0,1,1
MB2260c,Rv2236c,intermediary metabolism and respiration,cobD,NE,NE,probable cobalamin biosynthesis transmembrane protein cobd,9,21.8,23,0.07,784.6,826.67,1.2,0.9471,1
MB2261,Rv2237,conserved hypotheticals,NA,NE,NE,conserved protein,15,100.8,116.9,0.21,6050.5,7016.51,16.1,0.768,1
MB2261A,Rv2237A,conserved hypotheticals,NA,NE,NE,Conserved protein,3,42.8,22.3,-0.91,513.2,267.55,-20.5,0.7249,1
MB2262c,Rv2238c,"virulence, detoxification, adaptation",ahpE,NE,NE,probable peroxiredoxin ahpe,2,108.9,22.6,-2.22,871,181.08,-86.2,0.4257,0.91439
MB2263c,Rv2239c,conserved hypotheticals,NA,NE,NE,cell redox homeostasis,4,25.1,26.7,0.09,401.6,427.26,1.6,0.8875,1
MB2264c,Rv2240c,conserved hypotheticals,NA,NE,NE,unknown protein,5,500.3,310,-0.69,10005.8,6199.77,-190.3,0.3464,0.87612
MB2265,Rv2241,intermediary metabolism and respiration,aceE,NE,NE,pyruvate dehydrogenase e1 component acee (pyruvate decarboxylase) (pyruvate dehydrogenase) (pyruvic dehydrogenase),55,293.3,155,-0.92,64535,34089.29,-138.4,0.0065,0.34146
MB2266,Rv2242,conserved hypotheticals,NA,ES,ES,"Transcriptional regulator, CdaR-family",15,7.6,0,-3.1,455.1,0,-7.6,0.4916,0.93536
MB2267,Rv2243,lipid metabolism,fabD,ES,ES,MALONYL CoA-ACYL CARRIER PROTEIN TRANSACYLASE FABD (Malonyl CoA:AcpM acyltransferase) (MCT),5,10.7,0,-3.55,213.5,0,-10.7,0.2478,0.81029
MB2268,Rv2244,lipid metabolism,acpM,ES,ES,MEROMYCOLATE EXTENSION ACYL CARRIER PROTEIN ACPM,4,0,0,0,0,0,0,1,1
MB2269,Rv2245,lipid metabolism,kasA,ES,ES,3-OXOACYL-[ACYL-CARRIER PROTEIN] SYNTHASE 1 KASA (BETA-KETOACYL-ACP SYNTHASE) (KAS I),16,0,0,0,0,0,0,1,1
MB2270,Rv2246,lipid metabolism,kasB,ES,ES,3-OXOACYL-[ACYL-CARRIER PROTEIN] SYNTHASE 2 KASB (BETA-KETOACYL-ACP SYNTHASE) (KAS I),16,22.4,10.4,-1.04,1435.6,663.7,-12.1,1,1
MB2271,Rv2247,lipid metabolism,accD6,ES,ES,ACETYL/PROPIONYL-CoA CARBOXYLASE (BETA SUBUNIT) ACCD6,13,0,0,0,0,0,0,1,1
MB2272,Rv2248,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,11,23.9,74.3,1.59,1053.6,3268.13,50.3,0.2403,0.81029
MB2273c,Rv2249c,intermediary metabolism and respiration,glpD1,NE,NE,PROBABLE GLYCEROL-3-PHOSPHATE DEHYDROGENASE GLPD1,19,121.7,50.6,-1.25,9246.2,3843.04,-71.1,0.2266,0.80087
MB2274c,Rv2250c,regulatory proteins,NA,NE,NE,Possible transcriptional regulatory protein,10,111.7,409.5,1.86,4468.4,16379.47,297.8,0.0915,0.65462
MB2275,Rv2250A,intermediary metabolism and respiration,NA,NE,NE,POSSIBLE FLAVOPROTEIN,10,35.9,48.8,0.43,1434.1,1951.91,12.9,0.6095,0.99872
MB2276,Rv2252,lipid metabolism,NA,NE,NE,diacylglycerol kinase,14,22.8,76.8,1.71,1277.4,4298.99,54,0.0779,0.63134
MB2277,Rv2253,cell wall and cell processes,NA,NE,NE,Possible secreted unknown protein,11,28.3,47.8,0.74,1244.7,2103.73,19.5,0.3933,0.90587
MB2278c,Rv2254c,cell wall and cell processes,NA,NE,NE,Probable integral membrane protein,3,51.8,54.7,0.08,622,656.64,2.9,0.9915,1
MB2279c,Rv2255c,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,1,0.5,0,-0.63,2.2,0,-0.5,1,1
MB2280c,Rv2256c,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,5,0,0,0,0,0,0,1,1
MB2281c,Rv2257c,conserved hypotheticals,NA,NE,NE,Beta-lactamase class C-like and penicillin binding proteins (PBPs) superfamily,8,56.9,42.3,-0.42,1821.7,1354.2,-14.6,0.8204,1
MB2282c,Rv2258c,regulatory proteins,NA,NE,NE,Possible transcriptional regulatory protein,15,295.2,209.3,-0.49,17714.9,12555.23,-86,0.3651,0.88116
MB2283,Rv2259,intermediary metabolism and respiration,mscr,NE,NE,s-nitrosomycothiol reductase mscr,13,74,70.3,-0.07,3848.6,3655.39,-3.7,0.9209,1
MB2284,Rv2260,conserved hypotheticals,NA,NE,NE,Putative hydrolase in cluster with formaldehyde/S-nitrosomycothiol reductase MscR,5,17.4,98.3,2.43,348.9,1965.59,80.8,0.4154,0.91333
MB2285c,Rv2262c,lipid metabolism,NA,NE,NE,Apolipoprotein N-acyltransferase,17,211.8,132.3,-0.68,14403.2,8994.14,-79.5,0.4227,0.91434
MB2286,Rv2263,intermediary metabolism and respiration,NA,NE,NE,Possible oxidoreductase,12,348.3,303.2,-0.2,16716.3,14552.95,-45.1,0.7241,1
MB2287c,Rv2264c,conserved hypotheticals,NA,NE,NE,FIG00821990: molecular chaperone,29,217.5,131.1,-0.73,25225.6,15212.23,-86.3,0.3046,0.85801
MB2288,Rv2265,cell wall and cell processes,NA,NE,NE,Possible conserved integral membrane protein,17,185.9,109.6,-0.76,12642.4,7452.67,-76.3,0.3788,0.89344
MB2289,Rv2266,intermediary metabolism and respiration,cyp124,NE,NE,Probable cytochrome P450 124 CYP124,16,127.1,354.6,1.47,8137.5,22692.78,227.4,0.1772,0.76091
MB2290c,Rv2267c,conserved hypotheticals,stf3,NE,NE,Sulfotransferase,37,81.8,59.3,-0.46,12109.4,8781.66,-22.5,0.4908,0.93536
MB2291c,Rv2268c,intermediary metabolism and respiration,cyp128,NE,NE,PROBABLE CYTOCHROME P450 128 CYP128,25,34.5,15.3,-1.12,3448.5,1527.48,-19.2,0.3283,0.87261
MB2292c,Rv2269c,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,7,98,59.3,-0.72,2745.1,1659.2,-38.8,0.7851,1
MB2293,Rv2270,cell wall and cell processes,lppN,NE,NE,Probable lipoprotein lppN,9,88.6,439,2.3,3189.4,15803.19,350.4,0.0888,0.65462
MB2294,Rv2271,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,6,38.5,42.9,0.15,924.1,1029.32,4.4,0.9261,1
MB2295,Rv2272,cell wall and cell processes,NA,NE,NE,probable conserved transmembrane protein,4,21.7,36.4,0.72,347.5,582.92,14.7,0.5974,0.99351
MB2296,Rv2273,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN,4,39.6,194.4,2.27,633.4,3110.88,154.8,0.0854,0.64933
MB2297A,Rv2274A,"virulence, detoxification, adaptation",mazE8,NE,NE,Possible antitoxin MazE8,4,3.1,41,3.37,49.2,656.03,37.9,0.1592,0.74151
MB2297c,Rv2274c,conserved hypotheticals,mazf8,NE,NE,possible toxin mazf8,7,72.5,2.8,-4.27,2029.6,78.35,-69.7,0.0276,0.48634
MB2298,Rv2275,conserved hypotheticals,NA,NE,NE,Cyclo(L-tyrosyl-L-tyrosyl) synthase (EC 2.3.2.21),18,18.5,154.9,3,1334.6,11150.64,136.3,0.0292,0.48634
MB2299,Rv2276,intermediary metabolism and respiration,cyp121,NE,NE,Cytochrome P450 121 CYP121,16,62.8,41.8,-0.58,4021.8,2677.19,-21,0.5818,0.98325
MB2300c,Rv2277c,intermediary metabolism and respiration,NA,NE,NE,Possible glycerolphosphodiesterase,12,28.7,118.9,2.01,1376.9,5708.49,90.2,0.0602,0.58819
MB2301,Rv2280,intermediary metabolism and respiration,NA,NE,NE,Probable dehydrogenase,16,88.2,92.4,0.07,5647.5,5915.52,4.2,0.9402,1
MB2302,Rv2281,cell wall and cell processes,pitB,NE,NE,Putative phosphate-transport permease PitB,23,36.6,74.6,1.01,3367.5,6865.56,38,0.1428,0.72265
MB2303c,Rv2282c,regulatory proteins,NA,NE,NE,Probable transcription regulator (lysR family),10,18.2,5.4,-1.6,728.6,214.06,-12.9,0.3072,0.85963
MB2304,Rv2283,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,2,2.5,5.6,0.91,20,44.79,3.1,0.7201,1
MB2305,Rv2284,intermediary metabolism and respiration,lipM,NE,NE,Probable esterase LipM,25,42.8,95.3,1.14,4277.4,9533.75,52.6,0.1674,0.74813
MB2306,Rv2285,lipid metabolism,NA,NE,NE,possible triacylglycerol synthase (diacylglycerol acyltransferase),18,171.2,67,-1.34,12328.8,4824.87,-104.2,0.0716,0.62281
MB2307c,Rv2286c,conserved hypotheticals,NA,NE,NE,conserved hypothetical protein [SECOND PART],4,385,193.8,-0.99,6160.5,3100.18,-191.3,0.578,0.98296
MB2308c,Rv2286c,conserved hypotheticals,NA,NE,NE,conserved hypothetical protein [FIRST PART],5,104.3,254.8,1.28,2085.3,5096.7,150.6,0.1534,0.73936
MB2309,Rv2287,cell wall and cell processes,yjcE,NE,NE,Probable conserved integral membrane transport protein YjcE,16,158.8,61.9,-1.34,10163.2,3963.45,-96.9,0.0627,0.59958
MB2310,Rv2288,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,4,13.4,35.7,1.35,214.2,571.82,22.3,0.6762,1
MB2311,Rv2289,lipid metabolism,cdh,NE,NE,Probable CDP-diacylglycerol pyrophosphatase Cdh (CDP-diacylglycerol diphosphatase) (CDP-diacylglycerol phosphatidylhydrolase),19,46.2,148.8,1.67,3509.7,11307.39,102.6,0.0213,0.45321
MB2312,Rv2290,cell wall and cell processes,lppOa,NE,NE,Probable conserved lipoprotein lppOa,1,1.8,0,-1.51,7.4,0,-1.8,0.3254,0.87261
MB2313,Rv2290,cell wall and cell processes,lppOb,NE,NE,Probable conserved lipoprotein lppOb,11,251.9,167.2,-0.59,11082.2,7358.43,-84.6,0.5291,0.95112
MB2314,Rv2291,intermediary metabolism and respiration,sseB,NE,NE,Probable thiosulfate sulfurtransferase SseB,15,106,128.2,0.27,6358.2,7694.96,22.3,0.6986,1
MB2315c,Rv2293c,conserved hypotheticals,NA,NE,NE,5'-methylthioadenosine nucleosidase (EC 3.2.2.16) @ S-adenosylhomocysteine nucleosidase (EC 3.2.2.9),17,164.5,69.6,-1.23,11186.5,4730.01,-94.9,0.253,0.81092
MB2316,Rv2294,intermediary metabolism and respiration,NA,NE,NE,Probable aminotransferase,20,377.9,133.9,-1.49,30232.2,10711.8,-244,0.0538,0.56671
MB2317,Rv2295,conserved hypotheticals,NA,NE,NE,Colicin E2 tolerance protein CbrC-like protein,11,43.1,80.9,0.89,1896.8,3560.28,37.8,0.2701,0.83241
MB2318,Rv2296,intermediary metabolism and respiration,NA,NE,NE,Probable haloalkane dehalogenase,13,483.5,356.7,-0.44,25140.1,18550.35,-126.7,0.4051,0.91333
MB2319,Rv2297,conserved hypotheticals,NA,NE,NE,unknown protein,7,194.6,251.6,0.37,5449.1,7045.83,57,0.8519,1
MB2320,Rv2298,conserved hypotheticals,NA,NE,NE,Aldo/keto reductase,16,137.7,110.9,-0.31,8814.4,7096.64,-26.8,0.5873,0.986
MB2321c,Rv2299c,"virulence, detoxification, adaptation",htpG,NE,NE,PROBABLE CHAPERONE PROTEIN HTPG (HEAT SHOCK PROTEIN) (HSP90 FAMILY PROTEIN) (HIGH TEMPERATURE PROTEIN G),27,176,145.2,-0.28,19009.1,15679.24,-30.8,0.5623,0.97621
MB2322c,Rv2300c,conserved hypotheticals,NA,NE,NE,MBL-fold metallo-hydrolase superfamily,14,256.8,179.6,-0.51,14378.8,10059.87,-77.1,0.2656,0.82737
MB2323,Rv2301,cell wall and cell processes,cut2,NE,NE,PROBABLE CUTINASE CUT2,9,365.3,274.9,-0.41,13150.5,9897.85,-90.4,0.6082,0.99821
MB2324,Rv2302,conserved hypotheticals,NA,NE,NE,conserved protein,4,449,559.9,0.32,7184.2,8959.06,110.9,0.7673,1
MB2325c,Rv2303c,"virulence, detoxification, adaptation",NA,NE,NE,PROBABLE ANTIBIOTIC-RESISTANCE PROTEIN,16,144.6,160.2,0.15,9257.1,10255.74,15.6,0.8407,1
MB2326c,Rv2304c,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,1,33.6,2.5,-3.29,134.3,10.15,-31,0.2773,0.83458
MB2327,Rv2305,conserved hypotheticals,NA,NE,NE,NRPS condensation (elongation) domain containing protein,10,98.6,68.2,-0.52,3943.7,2729.01,-30.4,0.7572,1
MB2328,Rv2306A,cell wall and cell processes,NA,NE,NE,POSSIBLE CONSERVED MEMBRANE PROTEIN,8,78.7,98.7,0.32,2519.5,3157.33,19.9,0.6706,1
MB2329,Rv2306B,cell wall and cell processes,NA,NE,NE,POSSIBLE CONSERVED MEMBRANE PROTEIN,5,28,275.8,3.25,560.8,5516.3,247.8,0.0147,0.4045
