#utest
#Console: python3 /Users/jenniferstiens/anaconda3/envs/python38/bin/transit utest output/permissive_wigs/perm_B1_insertions.wig,output/permissive_wigs/perm_D1_insertions.wig,output/permissive_wigs/perm_B2_insertions.wig,output/permissive_wigs/perm_D2_insertions.wig output/permissive_wigs/perm_A1_insertions.wig,output/permissive_wigs/perm_C1_insertions.wig,output/permissive_wigs/perm_A2_insertions.wig,output/permissive_wigs/perm_C2_insertions.wig ref_seqs/Mbovis_LT708304.prot_table output/utest_all_perm_ttr.tsv -n TTR
#Control Data: b'output/permissive_wigs/perm_B1_insertions.wig,output/permissive_wigs/perm_D1_insertions.wig,output/permissive_wigs/perm_B2_insertions.wig,output/permissive_wigs/perm_D2_insertions.wig'
#Experimental Data: b'output/permissive_wigs/perm_A1_insertions.wig,output/permissive_wigs/perm_C1_insertions.wig,output/permissive_wigs/perm_A2_insertions.wig,output/permissive_wigs/perm_C2_insertions.wig'
#Annotation path: b'ref_seqs/Mbovis_LT708304.prot_table'
#Time: 8.193161964416504
#Orf	Name	Desc	Sites	Mean Ctrl	Mean Exp	log2FC	U-Statistic	p-value	Adj. p-value
MB2531c	scoB	PROBABLE SUCCINYL-COA:3-KETOACID-COENZYME A TRANSFERASE (BETA SUBUNIT) SCOB (3-OXO-ACID:COA TRANSFERASE) (OXCT B) (SUCCINYL CoA:3-OXOACID CoA-TRANSFERASE)	6	130.5	3.6	-5.17	253.00	0.07982	0.34605
MB2532c	scoA	PROBABLE SUCCINYL-COA:3-KETOACID-COENZYME A TRANSFERASE (ALPHA SUBUNIT) SCOA (3-OXO ACID:CoA TRANSFERASE) (OXCT A) (SUCCINYL-COA:3-OXOACID-COENZYME A TRANSFERASE)	11	273.2	195.5	-0.48	665.00	0.84640	1.00000
MB2533c	fadD35	PROBABLE FATTY-ACID-COA LIGASE FADD35 (FATTY-ACID-COA SYNTHETASE) (FATTY-ACID-COA SYNTHASE)	36	151.3	77.6	-0.96	9632.00	0.00749	0.11638
MB2534	NA	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY)	8	589.8	236.6	-1.32	718.50	0.00515	0.09474
MB2535	NA	POSSIBLE CONSERVED PROLINE RICH MEMBRANE PROTEIN	16	2.2	1.1	-0.99	256.00	0.29006	0.64511
MB2536c	NA	PROBABLE CONSERVED INTEGRAL MEMBRANE LEUCINE AND ALANINE RICH PROTEIN	16	120.4	116.6	-0.05	2099.00	0.08473	0.35663
MB2537	NA	probable short-chain type dehydrogenase/reductase	8	0.0	0.0	0.00	0.00	1.00000	1.00000
MB2538c	NA	Predicted ATPase	16	70.6	139.3	0.98	1451.00	0.47622	0.79305
MB2539	orn	oligoribonuclease orn	8	12.7	106.2	3.06	56.00	0.30354	0.65781
MB2540c	NA	TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1081	13	131.9	204.4	0.63	874.00	0.04176	0.25669
MB2541	NA	CONSERVED HYPOTHETICAL PROTEIN	5	151.8	491.9	1.70	235.00	0.34991	0.70006
MB2542	NA	HYPOTHETICAL PROTEIN	7	175.6	99.0	-0.83	484.00	0.12015	0.42783
MB2543c	NA	regulated by general enzymatic activity	6	102.9	304.7	1.57	136.00	0.75921	0.99545
MB2544c	NA	DNA-binding protein	17	81.1	55.4	-0.55	1807.00	0.10791	0.40737
MB2545c	NA	HYPOTHETICAL PROTEIN	12	32.1	0.6	-5.70	8.50	1.00000	1.00000
MB2546c	NA	unknown protein	7	23.8	189.2	2.99	372.00	0.04015	0.25528
MB2547c	ldtb	probable l,d-transpeptidase ldtb	18	53.8	53.5	-0.01	1777.50	0.13504	0.45038
MB2548	PE26	pe family protein pe26	33	151.8	162.3	0.10	8303.50	0.02266	0.19217
MB2549c	NA	POSSIBLE CONSERVED MEMBRANE PROTEIN	1	0.0	0.0	0.00	0.00	1.00000	1.00000
MB2550	bcp	PROBABLE BACTERIOFERRITIN COMIGRATORY PROTEIN BCP	10	154.9	107.3	-0.53	941.50	0.14237	0.46331
MB2551c	NA	N-acyl-L-amino acid amidohydrolase (EC 3.5.1.14)	18	249.7	86.3	-1.53	1100.00	0.23054	0.56655
MB2552c	acpS	HOLO-[ACYL-CARRIER PROTEIN] SYNTHASE ACPS (HOLO-ACP SYNTHASE) (CoA:APO-[ACP]PANTETHEINEPHOSPHOTRANSFERASE) (CoA:APO-[ACYL-CARRIER PROTEIN]PANTETHEINEPHOSPHOTRANSFERASE)	2	0.0	0.0	0.00	0.00	1.00000	1.00000
MB2553c	fas	PROBABLE FATTY ACID SYNTHASE FAS (FATTY ACID SYNTHETASE)	62	245.6	370.6	0.59	29.00	0.78402	1.00000
MB2554c	NA	putative secreted protein	13	300.0	362.7	0.27	1325.00	0.85950	1.00000
MB2555	vapb17	possible antitoxin vapb17	2	448.4	279.9	-0.68	30.50	0.91068	1.00000
MB2556	vapc17	possible toxin vapc17	8	76.5	387.9	2.34	277.00	0.81528	1.00000
MB2557c	mrr	PROBABLE RESTRICTION SYSTEM PROTEIN MRR	9	432.8	93.0	-2.22	467.00	0.18834	0.52036
MB2558	NA	ERCC4-type nuclease	15	25.2	68.3	1.44	1033.00	0.52821	0.83429
MB2559Ac	vapb39	possible antitoxin vapb39	5	34.9	120.3	1.79	82.00	0.47091	0.78728
MB2559c	vapc39	possible toxin vapc39. contains pin domain.	2	138.6	149.9	0.11	8.00	1.00000	1.00000
MB2560c	NA	PROBABLE AMINO ACID DECARBOXYLASE	51	252.8	218.9	-0.21	13699.50	0.25347	0.59924
MB2561c	NA	Transcription termination factor	6	292.1	287.8	-0.02	337.50	0.28789	0.64281
MB2562c	nusB	N UTILIZATION SUBSTANCE PROTEIN NUSB (NUSB PROTEIN)	4	0.0	0.0	0.00	0.00	1.00000	1.00000
MB2563c	efp	PROBABLE ELONGATION FACTOR P EFP	11	86.0	147.2	0.78	256.50	0.08717	0.36052
MB2564c	pepQ	probable cytoplasmic peptidase pepq	17	52.6	128.7	1.29	1967.00	0.31482	0.66677
MB2565	NA	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN	7	261.4	153.8	-0.77	339.50	0.26868	0.62068
MB2566c	aroD	3-dehydroquinate dehydratase arod (aroq) (3-dehydroquinase) (type ii dhqase)	7	47.6	7.5	-2.66	12.00	0.30052	0.65461
MB2567c	aroB	3-DEHYDROQUINATE SYNTHASE AROB	7	0.0	0.0	0.00	0.00	1.00000	1.00000
MB2568c	aroK	shikimate kinase arok (sk)	5	0.0	0.0	0.00	0.00	1.00000	1.00000
MB2569c	aroF	PROBABLE CHORISMATE SYNTHASE AROF (5-ENOLPYRUVYLSHIKIMATE-3-PHOSPHATE PHOSPHOLYASE)	10	0.0	0.0	0.00	0.00	1.00000	1.00000
MB2570	NA	HYPOTHETICAL ALANINE RICH PROTEIN	3	39.0	15.2	-1.36	69.50	0.89742	1.00000
MB2571	NA	Putative transmembrane protein	10	104.8	159.5	0.61	867.00	0.50025	0.81014
MB2572	lppA	PROBABLE CONSERVED LIPOPROTEIN LPPA	13	127.5	449.6	1.82	817.00	0.19902	0.53244
MB2573	lprR	PROBABLE CONSERVED LIPOPROTEIN LPRR	12	78.6	52.4	-0.59	673.50	0.76596	1.00000
MB2574	lppB	PROBABLE CONSERVED LIPOPROTEIN LPPB	14	120.0	64.0	-0.91	808.00	0.93446	1.00000
MB2575	vapb18	possible antitoxin vapb18	10	237.7	277.9	0.23	525.00	0.13782	0.45573
MB2576	vapc18	possible toxin vapc18	8	191.4	167.3	-0.19	652.00	0.04377	0.26584
MB2577	vapb19	possible antitoxin vapb19	2	172.1	231.4	0.43	36.00	0.70587	0.96263
MB2578	vapc19	possible toxin vapc19	3	107.3	407.4	1.92	69.00	0.88214	1.00000
MB2578A	NA	Conserved protein	5	0.0	0.0	0.00	0.00	1.00000	1.00000
MB2579c	vapc20	possible toxin vapc20	5	287.0	227.2	-0.34	257.50	0.11806	0.42339
MB2580c	vapb20	possible antitoxin vapb20	7	61.4	411.8	2.75	49.00	0.15680	0.48307
MB2581c	NA	probable type IV peptidase	1	325.2	37.7	-3.11	15.00	0.05907	0.30018
MB2582c	aroE	PROBABLE SHIKIMATE 5-DEHYDROGENASE AROE (5-DEHYDROSHIKIMATE REDUCTASE)	4	0.0	0.0	0.00	0.00	1.00000	1.00000
MB2583c	NA	PROBABLE CONSERVED MEMBRANE PROTEIN	16	26.7	36.3	0.44	962.50	0.95624	1.00000
MB2584c	NA	Putative pre-16S rRNA nuclease YqgF	3	0.0	0.0	0.00	0.00	1.00000	1.00000
MB2585c	alaS	PROBABLE ALANYL-TRNA SYNTHETASE ALAS (ALANINE--TRNA LIGASE) (ALANINE TRANSLASE) (ALARS)	35	0.0	0.0	0.00	0.00	1.00000	1.00000
MB2586c	NA	UPF0047 protein Rv2556c	4	65.9	10.3	-2.68	77.00	0.75689	0.99339
MB2587	NA	conserved protein	10	647.4	339.2	-0.93	1104.50	0.00279	0.07281
MB2588	NA	conserved protein	6	305.4	238.6	-0.36	208.00	0.83756	1.00000
MB2589c	NA	Replication-associated recombination protein RarA	15	180.0	496.8	1.46	1797.00	0.16102	0.48971
MB2590	NA	PROBABLE PROLINE AND GLYCINE RICH TRANSMEMBRANE PROTEIN	23	230.2	230.8	0.00	3480.00	0.32495	0.67507
MB2591	NA	CONSERVED HYPOTHETICAL PROTEIN	11	270.9	356.9	0.40	727.00	0.47682	0.79340
MB2592	NA	PROBABLE GLUTAMINE-TRANSPORT TRANSMEMBRANE PROTEIN ABC TRANSPORTER	8	176.8	205.7	0.22	438.00	0.44363	0.77196
MB2593	glnQ	PROBABLE GLUTAMINE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER GLNQ	13	52.8	113.7	1.11	1243.00	0.45581	0.77438
MB2594	NA	Predicted esterase of the alpha-beta hydrolase superfamily	20	227.4	152.1	-0.58	3035.00	0.05640	0.29726
MB2595	NA	LONG CONSERVED HYPOTHETICAL PROTEIN [FIRST PART]	24	216.0	135.8	-0.67	3809.00	0.02103	0.18214
MB2596	NA	LONG CONSERVED HYPOTHETICAL PROTEIN [SECOND PART]	22	203.7	438.1	1.10	3909.50	0.19633	0.52979
MB2597	NA	Protein containing domains DUF404, DUF407, DUF403	36	195.7	277.0	0.50	4519.00	0.03662	0.24324
MB2598c	NA	CONSERVED HYPOTHETICAL PROTEIN	17	167.0	132.5	-0.33	2243.00	0.00986	0.13263
MB2599c	NA	Protein containing transglutaminase-like domain, putative cysteine protease	21	156.6	119.0	-0.40	2553.00	0.26161	0.60957
MB2600	NA	YjbR family protein	3	487.4	101.8	-2.26	39.00	0.48336	0.79760
MB2601c	NA	PROBABLE TRANSMEMBRANE ALANINE AND VALINE AND LEUCINE RICH PROTEIN	7	161.7	291.3	0.85	312.00	0.61492	0.90187
MB2602c	aspS	probable aspartyl-trna synthetase asps (aspartate--trna ligase) (asprs) (aspartic acid translase)	23	3.7	0.0	-2.23	40.00	0.17090	0.50325
MB2603	NA	2-dehydropantoate 2-reductase (EC 1.1.1.169)	5	186.0	128.3	-0.54	234.00	0.29735	0.65296
MB2604	NA	conserved protein	7	409.5	250.9	-0.71	323.00	0.46487	0.78186
MB2605	NA	POSSIBLE CONSERVED MEMBRANE GLYCINE RICH PROTEIN	17	168.7	106.0	-0.67	1944.00	0.01804	0.17377
MB2606c	NA	POSSIBLE CONSERVED MEMBRANE PROTEIN	9	311.6	366.7	0.23	679.00	0.72692	0.97603
MB2607	NA	CONSERVED HYPOTHETICAL PROTEIN [FIRST PART]	2	11.9	577.8	5.60	20.50	0.23556	0.57434
MB2608	NA	CONSERVED HYPOTHETICAL PROTEIN [SECOND PART]	29	115.7	131.3	0.18	6047.50	0.10145	0.39381
MB2609c	NA	Radical SAM domain protein	16	125.5	28.5	-2.14	1951.00	0.01205	0.14541
MB2610	dhaA	POSSIBLE HALOALKANE DEHALOGENASE DHAA (1-CHLOROHEXANE HALIDOHYDROLASE)	15	258.6	285.9	0.14	1031.00	0.58374	0.87647
MB2611c	hisS	probable histidyl-trna synthetase hiss (histidine--trna ligase) (hisrs) (histidine--translase)	16	0.0	0.0	0.00	0.00	1.00000	1.00000
MB2612c	NA	POSSIBLE GLYOXALASE II (HYDROXYACYLGLUTATHIONE HYDROLASE) (GLX II)	6	0.0	0.0	0.00	0.00	1.00000	1.00000
MB2613	ppiB	PROBABLE PEPTIDYL-PROLYL CIS-TRANS ISOMERASE B PPIB (CYCLOPHILIN) (PPIASE) (ROTAMASE) (PEPTIDYLPROLYL ISOMERASE)	18	1.7	18.0	3.44	34.00	0.84811	1.00000
MB2614c	relA	PROBABLE GTP PYROPHOSPHOKINASE RELA (ATP:GTP 3'-PYROPHOSPHOTRANSFERASE) (PPGPP SYNTHETASE I) ((P)PPGPP SYNTHETASE) (GTP DIPHOSPHOKINASE)	35	73.3	54.9	-0.42	2990.00	0.05323	0.29059
MB2615c	apt	ADENINE PHOSPHORIBOSYLTRANSFERASE APT (APRT) (AMP DIPHOSPHORYLASE) (AMP PYROPHOSPHORYLASE) (TRANSPHOSPHORIBOSIDASE)	11	220.8	597.2	1.44	662.50	0.18395	0.51604
MB2616c	NA	POSSIBLE CONSERVED LIPOPROTEIN	26	134.6	45.7	-1.56	3935.50	0.14280	0.46431
MB2617c	secF	PROBABLE PROTEIN-EXPORT MEMBRANE PROTEIN SECF	16	227.5	92.0	-1.31	29.00	0.77234	1.00000
MB2618c	secD	probable protein-export membrane protein secd	23	28.5	0.0	-4.88	10.00	0.45325	0.77196
MB2619c	yajC	PROBABLE CONSERVED MEMBRANE PROTEIN SECRETION FACTOR YAJC	2	954.9	5.0	-7.59	59.00	0.00367	0.08067
MB2620	gabT	4-AMINOBUTYRATE AMINOTRANSFERASE GABT (GAMMA-AMINO-N-BUTYRATE TRANSAMINASE) (GABA TRANSAMINASE) (GLUTAMATE:SUCCINIC SEMIALDEHYDE TRANSAMINASE) (GABA AMINOTRANSFERASE) (GABA-AT)	21	299.7	730.8	1.29	2736.00	0.55517	0.85502
MB2621	fadD9	PROBABLE FATTY-ACID-CoA LIGASE FADD9 (FATTY-ACID-COA SYNTHETASE) (FATTY-ACID-COA SYNTHASE)	58	305.9	375.7	0.30	25262.00	0.89683	1.00000
MB2622	PE_PGRS44	pe-pgrs family protein pe_pgrs44	11	273.9	45.9	-2.58	1348.00	0.00079	0.03874
MB2623c	ruvB	PROBABLE HOLLIDAY JUNCTION DNA HELICASE RUVB	7	0.4	20.0	5.54	50.00	0.12226	0.43069
MB2624c	ruvA	PROBABLE HOLLIDAY JUNCTION DNA HELICASE RUVA	5	20.5	111.7	2.44	87.00	0.08613	0.35842
MB2625c	ruvC	PROBABLE CROSSOVER JUNCTION ENDODEOXYRIBONUCLEASE RUVC (HOLLIDAY JUNCTION NUCLEASE) (HOLLIDAY JUNCTION RESOLVASE)	5	141.4	50.6	-1.48	93.00	0.17359	0.50666
MB2626	vapb40	possible antitoxin vapb40	0	0.0	0.0	0.00	0.00	1.00000	1.00000
MB2627	vapc40	possible toxin vapc40. contains pin domain.	8	385.8	295.7	-0.38	455.00	0.30338	0.65781
MB2628	NA	PROBABLE MEMBRANE PROTEIN	7	371.9	1168.1	1.65	405.00	0.83394	1.00000
MB2629	NA	CONSERVED HYPOTHETICAL PROTEIN	5	509.9	240.3	-1.09	146.00	0.43626	0.77196
MB2630	NA	PROBABLE CONSERVED MEMBRANE PROTEIN	11	386.2	801.8	1.05	969.50	0.99329	1.00000
MB2631	NA	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN	8	450.9	736.9	0.71	644.00	0.07468	0.33754
MB2632	speE	probable spermidine synthase spee (putrescine aminopropyltransferase) (aminopropyltransferase) (spdsy)	26	266.3	492.8	0.89	5007.00	0.28389	0.63691
MB2633	vapb41	possible antitoxin vapb41	1	412.8	72.1	-2.52	10.00	0.61984	0.90568
MB2634	vapc41	possible toxin vapc41. contains pin domain.	7	464.3	233.3	-0.99	425.50	0.58235	0.87647
MB2635c	NA	Probable transcriptional regulatory protein YebC	7	111.5	313.4	1.49	332.50	0.30815	0.66259
MB2636c	snop	probable glutamine amidotransferase snop	3	315.9	0.3	-9.87	137.50	0.00006	0.01275
MB2637c	tesB2	PROBABLE ACYL-COA THIOESTERASE II TESB2 (TEII)	9	337.0	230.0	-0.55	640.00	0.07507	0.33779
MB2638c	snzp	possible pyridoxine biosynthesis protein snzp	10	78.9	177.5	1.17	721.00	0.34764	0.69787
MB2639	pdxH	PROBABLE PYRIDOXAMINE 5'-PHOSPHATE OXIDASE PDXH (PNP/PMP OXIDASE) (PYRIDOXINEPHOSPHATE OXIDASE) (PNPOX) (PYRIDOXINE 5'-PHOSPHATE OXIDASE)	11	297.3	424.9	0.52	970.50	0.09452	0.37603
MB2640	PPE42	ppe family protein ppe42	28	314.0	235.0	-0.42	6924.00	0.01213	0.14541
MB2641c	NA	PROBABLE CONSERVED MEMBRANE PROTEIN	13	78.6	82.4	0.07	274.50	0.78079	1.00000
MB2642c	pimA	ALPHA-MANNOSYLTRANSFERASE PIMA	15	0.0	0.0	0.00	0.00	1.00000	1.00000
MB2643c	NA	probable acyltransferase	14	30.3	0.3	-6.78	41.50	0.21434	0.54617
MB2644c	pgsA1	pi synthase pgsa1 (phosphatidylinositol synthase) (cdp-diacylglycerol--inositol-3-phosphatidyltransferase)	2	0.0	0.0	0.00	0.00	1.00000	1.00000
MB2645c	NA	FIG049476: HIT family protein	8	34.3	46.5	0.44	265.00	0.04475	0.26862
MB2646c	thrS	PROBABLE THREONYL-TRNA SYNTHETASE THRS (THREONINE-TRNA SYNTHETASE)(ThrRS) (THREONINE-TRNA LIGASE)	28	0.0	0.0	0.00	0.00	1.00000	1.00000
MB2647	NA	CONSERVED HYPOTHETICAL PROTEIN	4	157.9	8.9	-4.16	144.00	0.51130	0.81802
MB2648c	PE_PGRS45	pe-pgrs family protein pe_pgrs45	10	226.8	133.3	-0.77	986.00	0.06986	0.32669
MB2649	NA	conserved protein	5	147.2	1051.5	2.84	130.00	0.95369	1.00000
MB2650c	NA	PROBABLE TRANSMEMBRANE PROTEIN	9	641.3	1877.9	1.55	647.00	0.99548	1.00000
MB2651	NA	Putative transcriptional regulatory protein	10	425.1	217.3	-0.97	1083.50	0.00460	0.09025
MB2652c	NA	Protein containing double-stranded beta-helix domain	2	25.8	0.0	-4.74	14.00	0.06892	0.32340
MB2653c	NA	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN	6	572.5	321.0	-0.83	383.00	0.04783	0.27614
MB2654c	NA	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN	3	29.7	151.1	2.35	43.00	0.08358	0.35476
MB2655	NA	POSSIBLE METHYLTRANSFERASE (METHYLASE)	7	80.2	486.1	2.60	220.00	0.13314	0.44861
MB2656	TB31.7	universal stress protein family protein tb31.7	7	123.8	89.3	-0.47	302.00	0.76390	0.99999
MB2657c	NA	universal stress protein family protein	10	14.3	48.4	1.76	648.50	1.00000	1.00000
MB2658c	NA	PROBABLE CONSERVED TRANSMEMBRANE ALANINE AND LEUCINE RICH PROTEIN	15	102.3	80.7	-0.34	1690.00	0.43550	0.77196
MB2659c	hrp1	hypoxic response protein 1 hrp1	5	276.5	254.1	-0.12	151.00	0.38006	0.72998
MB2660c	NA	conserved protein	20	88.3	72.5	-0.28	2449.00	0.47780	0.79436
MB2661	NA	HYPOTHETICAL PROTEIN	8	236.8	39.4	-2.59	661.50	0.01490	0.15858
MB2662	NA	conserved protein	23	224.7	349.7	0.64	3030.50	0.05061	0.28411
MB2663	NA	Archease	8	36.1	42.2	0.23	293.00	0.91193	1.00000
MB2664	rtcB	RNA-2',3'-PO4:RNA-5'-OH ligase	20	149.1	696.3	2.22	2349.50	0.13399	0.44942
MB2665c	NA	conserved protein	2	454.3	559.5	0.30	35.00	0.78985	1.00000
MB2666c	NA	Hemerythrin domain protein	12	240.7	250.2	0.06	1117.00	0.19463	0.52660
MB2667c	PE_PGRS46	pe-pgrs family protein pe_pgrs46	23	87.9	326.0	1.89	3345.50	0.60519	0.89278
MB2668	NA	HYPOTHETICAL PROTEIN	6	78.7	43.3	-0.86	138.00	0.70543	0.96238
MB2669	NA	Putative O-phosphotransferase (EC 2.7.1.-)	16	141.8	481.3	1.76	1985.00	0.28887	0.64415
MB2670	dedA	POSSIBLE TRANSMEMBRANE PROTEIN DEDA	10	50.9	159.9	1.65	562.00	0.45934	0.77785
MB2671	NA	Anti-sigma B factor antagonist RsbV	5	163.1	47.5	-1.78	268.50	0.04927	0.28070
MB2672c	NA	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN	6	154.3	580.8	1.91	307.00	0.69846	0.95811
MB2673c	NA	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY ARSR-FAMILY)	5	113.2	59.5	-0.93	225.00	0.49039	0.80149
MB2674	cadI	CADMIUM INDUCIBLE PROTEIN CADI	6	164.4	208.8	0.35	166.50	0.37126	0.72338
MB2675	NA	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY ARSR-FAMILY)	4	232.7	402.8	0.79	49.00	0.19296	0.52486
MB2676	arsC	PROBABLE ARSENIC-TRANSPORT INTEGRAL MEMBRANE PROTEIN ARSC	29	248.8	201.0	-0.31	6281.00	0.30933	0.66259
MB2677c	NA	HYPOTHETICAL PROTEIN	4	94.5	170.3	0.85	180.00	0.03531	0.24129
MB2678c	NA	HYPOTHETICAL PROTEIN	3	403.2	297.8	-0.44	31.00	0.95749	1.00000
MB2679c	NA	HYPOTHETICAL PROTEIN	2	177.9	43.1	-2.04	38.00	0.55313	0.85399
MB2680	NA	HYPOTHETICAL PROTEIN	4	365.4	1036.4	1.50	73.00	0.97635	1.00000
MB2681	NA	HYPOTHETICAL PROTEIN	9	475.2	199.8	-1.25	826.00	0.03999	0.25512
MB2682	NA	HYPOTHETICAL PROTEIN	0	0.0	0.0	0.00	0.00	1.00000	1.00000
MB2683c	NA	CONSERVED HYPOTHETICAL PROTEIN	3	199.9	49.1	-2.03	109.00	0.01863	0.17606
MB2684	NA	HYPOTHETICAL ARGININE RICH PROTEIN	6	177.1	346.3	0.97	357.00	0.13737	0.45550
MB2685	NA	probable transposase for insertion sequence element is1081 (fragment)	8	126.1	218.9	0.80	434.50	0.30027	0.65461
MB2686	clpX'	possible atp-dependent protease atp-binding subunit clpc2	5	123.2	155.4	0.33	120.00	0.77291	1.00000
MB2687	NA	POSSIBLE EXPORTED ALANINE AND VALINE RICH PROTEIN	9	145.1	88.4	-0.71	604.50	0.60005	0.88867
MB2688	NA	gcn5-related n-acetyltransferase	7	80.4	212.3	1.40	174.50	0.44509	0.77196
MB2689c	NA	AFG1 family ATPase	17	54.2	193.3	1.83	1347.50	0.97663	1.00000
MB2690	ribD	POSSIBLE BIFUNCTIONAL ENZYME RIBOFLAVIN BIOSYNTHESIS PROTEIN RIBD: DIAMINOHYDROXYPHOSPHORIBOSYLAMINOPYRIMIDINE DEAMINASE (RIBOFLAVIN-SPECIFIC DEAMINASE) + 5-AMINO-6-(5-PHOSPHORIBOSYLAMINO)URACIL REDUCTASE (HTP REDUCTASE)	12	99.1	152.7	0.62	536.50	0.72671	0.97603
MB2691	NA	POSSIBLE SECRETED PROTEASE	18	349.2	361.9	0.05	2454.00	0.51030	0.81761
MB2692	aftc	possible arabinofuranosyltransferase aftc	28	213.8	2951.9	3.79	6.00	0.68571	0.94970
MB2693	msrb	probable peptide methionine sulfoxide reductase msrb (protein-methionine-r-oxide reductase) (peptide met(o) reductase)	6	218.1	132.5	-0.72	330.00	0.37434	0.72501
MB2694c	NA	Methyltransferase (EC 2.1.1.-) colocalized with Q	14	455.1	527.8	0.21	1480.00	0.40021	0.75087
MB2695c	NA	Coproheme decarboxylase HemQ (no EC)	13	0.0	0.0	0.00	0.00	1.00000	1.00000
MB2696c	hemY	PROBABLE PROTOPORPHYRINOGEN OXIDASE HEMY (PROTOPORPHYRINOGEN-IX OXIDASE) (PROTOPORPHYRINOGENASE) (PPO)	16	227.6	368.0	0.69	5.00	0.48571	0.79866
MB2697c	hemE	probable uroporphyrinogen decarboxylase heme (uroporphyrinogen iii decarboxylase) (uro-d) (upd)	16	26.0	0.0	-4.76	10.00	0.45325	0.77196
MB2698	echA15	PROBABLE ENOYL-COA HYDRATASE ECHA15 (ENOYL HYDRASE) (UNSATURATED ACYL-COA HYDRATASE) (CROTONASE)	6	239.7	349.6	0.54	243.00	0.23758	0.57711
MB2699	NA	conserved protein	11	138.1	52.4	-1.40	946.50	0.00028	0.02714
MB2700	NA	Ribonuclease D (EC 3.1.26.3)	14	273.5	185.3	-0.56	984.00	0.89305	1.00000
MB2701c	dxs1	PROBABLE 1-DEOXY-D-XYLULOSE 5-PHOSPHATE SYNTHASE DXS1 (1-DEOXYXYLULOSE-5-PHOSPHATE SYNTHASE) (DXP SYNTHASE) (DXPS)	19	0.0	0.0	0.00	0.00	1.00000	1.00000
MB2702	NA	FOG- CBS domain	9	186.2	160.2	-0.22	767.00	0.17276	0.50583
MB2703	arsA	PROBABLE ARSENIC-TRANSPORT INTEGRAL MEMBRANE PROTEIN ARSA	19	256.8	216.2	-0.25	3196.50	0.24137	0.58394
MB2704	arsB1	PROBABLE ARSENIC-TRANSPORT INTEGRAL MEMBRANE PROTEIN ARSB1	14	138.4	341.6	1.30	925.00	0.19243	0.52450
MB2705c	NA	antibiotic-transport integral membrane leucine and alanine and valine rich protein abc transporter	12	148.6	297.8	1.00	701.50	0.52342	0.83191
MB2706c	NA	antibiotic-transport integral membrane leucine and valine rich protein abc transporter	12	137.7	47.2	-1.54	778.50	0.10775	0.40732
MB2707c	NA	antibiotic-transport atp-binding protein abc transporter	10	216.7	104.2	-1.06	635.00	0.08416	0.35583
MB2708c	NA	conserved alanine and valine and glycine rich protein	19	251.8	1397.5	2.47	2255.00	0.31279	0.66451
MB2709c	NA	PROBABLE CONSERVED INTEGRAL MEMBRANE ALANINE AND VALINE AND LEUCINE RICH PROTEIN	29	10.6	31.3	1.56	1570.00	0.11747	0.42307
MB2710	ceoB	TRK SYSTEM POTASSIUM UPTAKE PROTEIN CEOB	11	7.1	50.5	2.84	403.00	0.09769	0.38329
MB2711	ceoC	TRK SYSTEM POTASSIUM UPTAKE PROTEIN CEOC	3	10.5	183.1	4.13	2.00	0.11021	0.40899
MB2712c	NA	PROBABLE CONSERVED INTEGRAL MEMBRANE ALANINE AND LEUCINE RICH PROTEIN	10	357.4	133.5	-1.42	1177.00	0.00018	0.02048
MB2713c	NA	OB-fold nucleic acid binding protein	8	0.5	53.0	6.80	126.50	0.01486	0.15858
MB2714	NA	Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)	9	479.2	149.6	-1.68	775.00	0.14656	0.46853
MB2715c	NA	conserved alanine and glycine and valine rich protein	7	51.8	84.8	0.71	341.00	0.20540	0.53817
MB2716c	dut	probable deoxyuridine 5'-triphosphate nucleotidohydrolase dut (dutpase) (dutp pyrophosphatase) (deoxyuridine 5'-triphosphatase) (dutp diphosphatase) (deoxyuridine-triphosphatase)	4	0.0	0.0	0.00	0.00	1.00000	1.00000
MB2717	NA	PROBABLE CONSERVED ALANINE RICH TRANSMEMBRANE PROTEIN	8	0.0	0.0	0.00	0.00	1.00000	1.00000
MB2718c	NA	CONSERVED HYPOTHETICAL PROTEIN	4	0.0	0.0	0.00	0.00	1.00000	1.00000
MB2719	NA	possible conserved secreted alanine rich protein	5	2.2	1.7	-0.39	35.00	0.74956	0.98729
MB2720c	suhB	inositol-1-monophosphatase suhb	10	287.8	343.3	0.25	758.50	0.19031	0.52189
